IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_SEX,DIM_VALUE_TYPE,VALUE_NUMERIC,DIM_PUBLISH_STATE_CODE
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,76,Brazil,2015,YEAR,Female,AMOUNT,66.65129,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,96,Brunei Darussalam,2015,YEAR,Female,AMOUNT,66.27635,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,64,Bhutan,2015,YEAR,Total,AMOUNT,62.60034,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,72,Botswana,2015,YEAR,Female,AMOUNT,54.58551,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,124,Canada,2015,YEAR,Female,AMOUNT,71.84573,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,634,Qatar,2010,YEAR,Male,AMOUNT,65.75862,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,642,Romania,2010,YEAR,Male,AMOUNT,62.81327,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,955,South-East Asia,2010,YEAR,Female,AMOUNT,59.2752,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,955,South-East Asia,2010,YEAR,Male,AMOUNT,58.13421,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,90,Solomon Islands,2010,YEAR,Total,AMOUNT,56.58207,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,124,Canada,2015,YEAR,Male,AMOUNT,70.41322,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,756,Switzerland,2015,YEAR,Female,AMOUNT,72.28492,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,152,Chile,2015,YEAR,Female,AMOUNT,70.65609,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,384,Côte d'Ivoire,2015,YEAR,Female,AMOUNT,54.09176,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,180,Democratic Republic of the Congo,2015,YEAR,Male,AMOUNT,51.28242,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2015,YEAR,Total,AMOUNT,54.90047,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2015,YEAR,Total,AMOUNT,68.29021,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2015,YEAR,Female,AMOUNT,69.91184,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,170,Colombia,2015,YEAR,Male,AMOUNT,66.63692,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2015,YEAR,Total,AMOUNT,58.19257,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,90,Solomon Islands,2010,YEAR,Male,AMOUNT,55.27791,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,706,Somalia,2010,YEAR,Total,AMOUNT,45.91049,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,706,Somalia,2010,YEAR,Male,AMOUNT,44.44092,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,688,Serbia,2010,YEAR,Male,AMOUNT,63.97066,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,740,Suriname,2010,YEAR,Total,AMOUNT,62.64795,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,132,Cabo Verde,2015,YEAR,Female,AMOUNT,66.85461,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,132,Cabo Verde,2015,YEAR,Male,AMOUNT,63.66277,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,188,Costa Rica,2015,YEAR,Male,AMOUNT,68.67492,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,262,Djibouti,2015,YEAR,Male,AMOUNT,56.12336,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,208,Denmark,2015,YEAR,Total,AMOUNT,70.52639,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,208,Denmark,2015,YEAR,Female,AMOUNT,70.93359,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2015,YEAR,Total,AMOUNT,63.21027,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,12,Algeria,2015,YEAR,Total,AMOUNT,65.98674,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,12,Algeria,2015,YEAR,Female,AMOUNT,65.6675,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,12,Algeria,2015,YEAR,Male,AMOUNT,66.32597,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,218,Ecuador,2015,YEAR,Total,AMOUNT,67.49397,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,818,Egypt,2015,YEAR,Total,AMOUNT,62.00186,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,957,Eastern Mediterranean,2015,YEAR,Male,AMOUNT,59.02523,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,724,Spain,2015,YEAR,Female,AMOUNT,72.44405,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,233,Estonia,2015,YEAR,Female,AMOUNT,71.11841,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,690,Seychelles,2010,YEAR,Female,AMOUNT,66.41755,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,148,Chad,2010,YEAR,Female,AMOUNT,49.3988,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,148,Chad,2010,YEAR,Male,AMOUNT,47.73415,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,768,Togo,2010,YEAR,Male,AMOUNT,50.8182,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,762,Tajikistan,2010,YEAR,Total,AMOUNT,60.85826,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,956,Europe,2015,YEAR,Male,AMOUNT,65.56605,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,246,Finland,2015,YEAR,Total,AMOUNT,70.73011,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,246,Finland,2015,YEAR,Male,AMOUNT,69.44212,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,242,Fiji,2015,YEAR,Male,AMOUNT,58.56915,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,250,France,2015,YEAR,Total,AMOUNT,71.70189,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,762,Tajikistan,2010,YEAR,Female,AMOUNT,62.18836,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,795,Turkmenistan,2010,YEAR,Total,AMOUNT,60.12238,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,626,Timor-Leste,2010,YEAR,Total,AMOUNT,59.29416,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,626,Timor-Leste,2010,YEAR,Male,AMOUNT,58.42537,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,788,Tunisia,2010,YEAR,Total,AMOUNT,66.29751,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,250,France,2015,YEAR,Female,AMOUNT,72.8742,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,266,Gabon,2015,YEAR,Total,AMOUNT,56.28936,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,826,United Kingdom of Great Britain and Northern Ireland,2015,YEAR,Male,AMOUNT,69.03354,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,288,Ghana,2015,YEAR,Female,AMOUNT,58.01972,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,288,Ghana,2015,YEAR,Male,AMOUNT,55.12188,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,792,Türkiye,2010,YEAR,Male,AMOUNT,66.29518,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,800,Uganda,2010,YEAR,Male,AMOUNT,50.61524,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,804,Ukraine,2010,YEAR,Total,AMOUNT,62.19735,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,840,United States of America,2010,YEAR,Female,AMOUNT,67.73766,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,860,Uzbekistan,2010,YEAR,Male,AMOUNT,60.80956,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,670,Saint Vincent and the Grenadines,2010,YEAR,Total,AMOUNT,63.96932,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,670,Saint Vincent and the Grenadines,2010,YEAR,Male,AMOUNT,62.90318,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,704,Viet Nam,2010,YEAR,Male,AMOUNT,61.62866,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,911,Low-income economies,2010,YEAR,Total,AMOUNT,52.50481,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,911,Low-income economies,2010,YEAR,Female,AMOUNT,53.45331,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,624,Guinea-Bissau,2015,YEAR,Female,AMOUNT,52.30532,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,300,Greece,2015,YEAR,Total,AMOUNT,70.42709,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,300,Greece,2015,YEAR,Female,AMOUNT,71.55304,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,300,Greece,2015,YEAR,Male,AMOUNT,69.30382,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,308,Grenada,2015,YEAR,Female,AMOUNT,65.32544,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,911,Low-income economies,2010,YEAR,Male,AMOUNT,51.56751,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,912,Lower-middle-income economies,2010,YEAR,Male,AMOUNT,56.70884,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,914,Upper-middle-income economies,2010,YEAR,Male,AMOUNT,63.42454,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,958,Western Pacific,2010,YEAR,Total,AMOUNT,66.9805,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,958,Western Pacific,2010,YEAR,Female,AMOUNT,68.79028,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,710,South Africa,2010,YEAR,Female,AMOUNT,50.49533,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,716,Zimbabwe,2010,YEAR,Total,AMOUNT,45.22416,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,24,Angola,2015,YEAR,Male,AMOUNT,52.18073,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,8,Albania,2015,YEAR,Male,AMOUNT,67.99379,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,954,Americas,2015,YEAR,Female,AMOUNT,67.4316,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,328,Guyana,2015,YEAR,Female,AMOUNT,59.61413,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,340,Honduras,2015,YEAR,Male,AMOUNT,60.13389,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,348,Hungary,2015,YEAR,Total,AMOUNT,66.60387,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,348,Hungary,2015,YEAR,Male,AMOUNT,64.34644,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,356,India,2015,YEAR,Female,AMOUNT,59.16124,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,51,Armenia,2015,YEAR,Total,AMOUNT,65.99944,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,51,Armenia,2015,YEAR,Female,AMOUNT,68.14306,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,40,Austria,2015,YEAR,Total,AMOUNT,70.39115,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,40,Austria,2015,YEAR,Male,AMOUNT,69.16929,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,31,Azerbaijan,2015,YEAR,Male,AMOUNT,61.49538,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,356,India,2015,YEAR,Male,AMOUNT,59.11574,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,368,Iraq,2015,YEAR,Female,AMOUNT,62.38347,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,352,Iceland,2015,YEAR,Female,AMOUNT,72.09724,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,380,Italy,2015,YEAR,Total,AMOUNT,71.55554,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,388,Jamaica,2015,YEAR,Total,AMOUNT,66.5929,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,108,Burundi,2015,YEAR,Female,AMOUNT,55.55806,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,56,Belgium,2015,YEAR,Male,AMOUNT,69.10521,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,204,Benin,2015,YEAR,Female,AMOUNT,55.38918,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,44,Bahamas,2015,YEAR,Male,AMOUNT,62.18239,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,112,Belarus,2015,YEAR,Total,AMOUNT,65.0635,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,392,Japan,2015,YEAR,Female,AMOUNT,75.10663,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,398,Kazakhstan,2015,YEAR,Male,AMOUNT,60.31225,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,404,Kenya,2015,YEAR,Male,AMOUNT,54.75502,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,417,Kyrgyzstan,2015,YEAR,Total,AMOUNT,63.73938,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,417,Kyrgyzstan,2015,YEAR,Female,AMOUNT,66.16227,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,52,Barbados,2015,YEAR,Total,AMOUNT,67.20808,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,96,Brunei Darussalam,2015,YEAR,Total,AMOUNT,65.70512,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,96,Brunei Darussalam,2015,YEAR,Male,AMOUNT,65.15843,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,140,Central African Republic,2015,YEAR,Male,AMOUNT,42.67318,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,124,Canada,2015,YEAR,Total,AMOUNT,71.14542,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,116,Cambodia,2015,YEAR,Male,AMOUNT,58.94764,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,410,Republic of Korea,2015,YEAR,Female,AMOUNT,73.73033,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,414,Kuwait,2015,YEAR,Female,AMOUNT,71.04259,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,418,Lao People's Democratic Republic,2015,YEAR,Total,AMOUNT,59.28704,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,418,Lao People's Democratic Republic,2015,YEAR,Female,AMOUNT,60.72824,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,430,Liberia,2015,YEAR,Female,AMOUNT,52.22398,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,434,Libya,2015,YEAR,Female,AMOUNT,65.24202,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,434,Libya,2015,YEAR,Male,AMOUNT,63.48631,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,426,Lesotho,2015,YEAR,Total,AMOUNT,41.64214,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,426,Lesotho,2015,YEAR,Male,AMOUNT,40.06226,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,756,Switzerland,2015,YEAR,Total,AMOUNT,71.74572,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,156,China,2015,YEAR,Total,AMOUNT,68.01219,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,156,China,2015,YEAR,Male,AMOUNT,66.59747,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2015,YEAR,Female,AMOUNT,52.67561,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2015,YEAR,Male,AMOUNT,55.2912,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2015,YEAR,Male,AMOUNT,50.92047,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,180,Democratic Republic of the Congo,2015,YEAR,Total,AMOUNT,52.43366,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,178,Congo,2015,YEAR,Female,AMOUNT,54.48605,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2015,YEAR,Female,AMOUNT,58.76696,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,188,Costa Rica,2015,YEAR,Total,AMOUNT,70.03889,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2015,YEAR,Total,AMOUNT,68.04575,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,203,Czechia,2015,YEAR,Female,AMOUNT,70.16754,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,276,Germany,2015,YEAR,Total,AMOUNT,70.07052,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,262,Djibouti,2015,YEAR,Female,AMOUNT,57.91182,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2015,YEAR,Male,AMOUNT,61.24905,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,218,Ecuador,2015,YEAR,Female,AMOUNT,68.53148,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,818,Egypt,2015,YEAR,Female,AMOUNT,62.76928,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,957,Eastern Mediterranean,2015,YEAR,Total,AMOUNT,59.40382,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,232,Eritrea,2015,YEAR,Male,AMOUNT,52.18055,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,724,Spain,2015,YEAR,Male,AMOUNT,70.63967,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,956,Europe,2015,YEAR,Female,AMOUNT,69.3261,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,242,Fiji,2015,YEAR,Total,AMOUNT,59.57928,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,583,Micronesia (Federated States of),2015,YEAR,Female,AMOUNT,57.50643,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,268,Georgia,2015,YEAR,Female,AMOUNT,67.31483,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,288,Ghana,2015,YEAR,Total,AMOUNT,56.48829,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,324,Guinea,2015,YEAR,Female,AMOUNT,51.91645,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,1,World,2015,YEAR,Total,AMOUNT,62.93812,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,1,World,2015,YEAR,Female,AMOUNT,64.22218,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,270,Gambia,2015,YEAR,Total,AMOUNT,55.83424,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,226,Equatorial Guinea,2015,YEAR,Total,AMOUNT,52.89771,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,320,Guatemala,2015,YEAR,Female,AMOUNT,63.37193,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,340,Honduras,2015,YEAR,Female,AMOUNT,62.56406,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,332,Haiti,2015,YEAR,Total,AMOUNT,54.58772,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,332,Haiti,2015,YEAR,Female,AMOUNT,54.44172,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,348,Hungary,2015,YEAR,Female,AMOUNT,68.67419,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,372,Ireland,2015,YEAR,Total,AMOUNT,70.66066,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,364,Iran (Islamic Republic of),2015,YEAR,Female,AMOUNT,66.01111,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,364,Iran (Islamic Republic of),2015,YEAR,Male,AMOUNT,65.30733,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,368,Iraq,2015,YEAR,Total,AMOUNT,60.80275,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,380,Italy,2015,YEAR,Male,AMOUNT,70.65452,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,388,Jamaica,2015,YEAR,Female,AMOUNT,67.42108,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,414,Kuwait,2015,YEAR,Male,AMOUNT,69.73739,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,418,Lao People's Democratic Republic,2015,YEAR,Male,AMOUNT,57.90527,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,422,Lebanon,2015,YEAR,Total,AMOUNT,65.66741,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,422,Lebanon,2015,YEAR,Male,AMOUNT,64.69204,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,430,Liberia,2015,YEAR,Male,AMOUNT,52.74216,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,662,Saint Lucia,2015,YEAR,Total,AMOUNT,65.24716,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,144,Sri Lanka,2015,YEAR,Male,AMOUNT,64.41956,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,440,Lithuania,2015,YEAR,Female,AMOUNT,68.7841,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,442,Luxembourg,2015,YEAR,Male,AMOUNT,70.87009,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,120,Cameroon,2015,YEAR,Total,AMOUNT,51.78416,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,180,Democratic Republic of the Congo,2015,YEAR,Female,AMOUNT,53.64328,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,174,Comoros,2015,YEAR,Male,AMOUNT,57.61087,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,188,Costa Rica,2015,YEAR,Female,AMOUNT,71.4407,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2015,YEAR,Female,AMOUNT,69.1933,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,192,Cuba,2015,YEAR,Male,AMOUNT,66.92545,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,196,Cyprus,2015,YEAR,Total,AMOUNT,71.62617,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,203,Czechia,2015,YEAR,Male,AMOUNT,66.36488,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,262,Djibouti,2015,YEAR,Total,AMOUNT,56.99679,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,208,Denmark,2015,YEAR,Male,AMOUNT,70.09451,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,214,Dominican Republic,2015,YEAR,Female,AMOUNT,65.38921,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,218,Ecuador,2015,YEAR,Male,AMOUNT,66.48226,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,818,Egypt,2015,YEAR,Male,AMOUNT,61.28712,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,724,Spain,2015,YEAR,Total,AMOUNT,71.56477,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,246,Finland,2015,YEAR,Female,AMOUNT,71.97398,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,266,Gabon,2015,YEAR,Female,AMOUNT,57.98259,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,826,United Kingdom of Great Britain and Northern Ireland,2015,YEAR,Total,AMOUNT,69.67219,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,826,United Kingdom of Great Britain and Northern Ireland,2015,YEAR,Female,AMOUNT,70.29877,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,268,Georgia,2015,YEAR,Total,AMOUNT,64.19711,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,324,Guinea,2015,YEAR,Male,AMOUNT,51.05723,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,1,World,2015,YEAR,Male,AMOUNT,61.70167,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,270,Gambia,2015,YEAR,Male,AMOUNT,55.27163,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,328,Guyana,2015,YEAR,Male,AMOUNT,54.97322,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,191,Croatia,2015,YEAR,Female,AMOUNT,69.93188,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,191,Croatia,2015,YEAR,Male,AMOUNT,65.78266,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,360,Indonesia,2015,YEAR,Female,AMOUNT,63.23559,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,372,Ireland,2015,YEAR,Male,AMOUNT,70.15884,PUBLISHED
C64284D,Healthy life expectancy (at birth),WHOSIS_000002,376,Israel,2015,YEAR,Female,AMOUNT,72.32088,PUBLISHED
